# generated by scripts/build_qto_index.py — do not edit
# <ifc_class>\t<Qto_SetName>\t<comma-separated quantities>
ifcdistributionchamberelementformedduct	Qto_DistributionChamberElementBaseQuantities	Depth,GrossSurfaceArea,GrossVolume,NetSurfaceArea,NetVolume
ifcdistributionchamberelementinspectionchamber	Qto_DistributionChamberElementBaseQuantities	Depth,GrossSurfaceArea,GrossVolume,NetSurfaceArea,NetVolume
ifcdistributionchamberelementinspectionpit	Qto_DistributionChamberElementBaseQuantities	Depth,GrossSurfaceArea,GrossVolume,NetSurfaceArea,NetVolume
ifcdistributionchamberelementmanhole	Qto_DistributionChamberElementBaseQuantities	Depth,GrossSurfaceArea,GrossVolume,NetSurfaceArea,NetVolume
ifcdistributionchamberelementmeterchamber	Qto_DistributionChamberElementBaseQuantities	Depth,GrossSurfaceArea,GrossVolume,NetSurfaceArea,NetVolume
ifcdistributionchamberelementsump	Qto_DistributionChamberElementBaseQuantities	Depth,GrossSurfaceArea,GrossVolume,NetSurfaceArea,NetVolume
ifcdistributionchamberelementtrench	Qto_DistributionChamberElementBaseQuantities	Depth,GrossSurfaceArea,GrossVolume,NetSurfaceArea,NetVolume
ifcdistributionchamberelementvalvechamber	Qto_DistributionChamberElementBaseQuantities	Depth,GrossSurfaceArea,GrossVolume,NetSurfaceArea,NetVolume
ifcdoor	Qto_DoorBaseQuantities	Area,Height,Perimeter,Width
ifcdoorboombarrier	Qto_DoorBaseQuantities	Area,Height,Perimeter,Width
ifcdoordoor	Qto_DoorBaseQuantities	Area,Height,Perimeter,Width
ifcdoorgate	Qto_DoorBaseQuantities	Area,Height,Perimeter,Width
ifcdoortrapdoor	Qto_DoorBaseQuantities	Area,Height,Perimeter,Width
ifcdoorturnstile	Qto_DoorBaseQuantities	Area,Height,Perimeter,Width
ifcductfitting	Qto_DuctFittingBaseQuantities	GrossCrossSectionArea,Length,NetCrossSectionArea,OuterSurfaceArea
ifcductfittingbend	Qto_DuctFittingBaseQuantities	GrossCrossSectionArea,Length,NetCrossSectionArea,OuterSurfaceArea
ifcductfittingconnector	Qto_DuctFittingBaseQuantities	GrossCrossSectionArea,Length,NetCrossSectionArea,OuterSurfaceArea
ifcductfittingentry	Qto_DuctFittingBaseQuantities	GrossCrossSectionArea,Length,NetCrossSectionArea,OuterSurfaceArea
ifcductfittingexit	Qto_DuctFittingBaseQuantities	GrossCrossSectionArea,Length,NetCrossSectionArea,OuterSurfaceArea
ifcductfittingjunction	Qto_DuctFittingBaseQuantities	GrossCrossSectionArea,Length,NetCrossSectionArea,OuterSurfaceArea
ifcductfittingobstruction	Qto_DuctFittingBaseQuantities	GrossCrossSectionArea,Length,NetCrossSectionArea,OuterSurfaceArea
ifcductfittingtransition	Qto_DuctFittingBaseQuantities	GrossCrossSectionArea,Length,NetCrossSectionArea,OuterSurfaceArea
ifcductsegment	Qto_DuctSegmentBaseQuantities	GrossCrossSectionArea,Length,NetCrossSectionArea,OuterSurfaceArea
ifcductsegmentflexiblesegment	Qto_DuctSegmentBaseQuantities	GrossCrossSectionArea,Length,NetCrossSectionArea,OuterSurfaceArea
ifcductsegmentrigidsegment	Qto_DuctSegmentBaseQuantities	GrossCrossSectionArea,Length,NetCrossSectionArea,OuterSurfaceArea
ifcearthworkscut	Qto_EarthworksCutBaseQuantities	Depth,Length,Width
ifcearthworkscutbaseexcavation	Qto_EarthworksCutBaseQuantities	Depth,Length,Width
ifcearthworkscutcut	Qto_EarthworksCutBaseQuantities	Depth,Length,Width
ifcearthworkscutdredging	Qto_EarthworksCutBaseQuantities	Depth,Length,Width
ifcearthworkscutexcavation	Qto_EarthworksCutBaseQuantities	Depth,Length,Width
ifcearthworkscutoverexcavation	Qto_EarthworksCutBaseQuantities	Depth,Length,Width
ifcearthworkscutpavementmilling	Qto_EarthworksCutBaseQuantities	Depth,Length,Width
ifcearthworkscutstepexcavation	Qto_EarthworksCutBaseQuantities	Depth,Length,Width
ifcearthworkscuttopsoilremoval	Qto_EarthworksCutBaseQuantities	Depth,Length,Width
ifcearthworkscuttrench	Qto_EarthworksCutBaseQuantities	Depth,Length,Width
ifcearthworksfill	Qto_EarthworksFillBaseQuantities	Depth,Length,Width
ifcearthworksfillbackfill	Qto_EarthworksFillBaseQuantities	Depth,Length,Width
ifcearthworksfillcounterweight	Qto_EarthworksFillBaseQuantities	Depth,Length,Width
ifcearthworksfillembankment	Qto_EarthworksFillBaseQuantities	Depth,Length,Width
ifcearthworksfillslopefill	Qto_EarthworksFillBaseQuantities	Depth,Length,Width
ifcearthworksfillsubgrade	Qto_EarthworksFillBaseQuantities	Depth,Length,Width
